CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,AURECRegion1,AURECRegion2,AURECRegion3,AURECRegion4,AURECRegion5,AURECRegion6,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,SDGRCRegion33,UNICEFReportRegion
Georgia,Georgia,139,GEO,268,GEO,Caucasus and Central Asia,Caucasus and Central Asia,"","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Asia,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Asia,Western Asia,"",Northern Africa and Western Asia,Western Asia,"","","","",Northern Africa and Western Asia,Asia,Western Asia,Caucasus and Central Asia,"","","","","",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,"",GAVI,Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)","","","","","","","",ESCAP_North and Central Asia (NCA),ESCAP_All countries,"","","","","","","","","","","","","","","",ESCAP_WB Upper Middle Income Economies,"","","","","",Eastern Europe and Central Asia
Ghana,Ghana,45,GHA,288,GHA,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,"","","",West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Excluding least developed countries,Excluding China,"","","","",Countdown,West Africa,Africa,Western Africa,"","",Community of Sahel-Saharan States (CEN-SAD),"",Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) 202502,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"",USAID,Africa,Western Africa,"",Sub-Saharan Africa,"","","","","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),"","","","",Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of West African States,GAVI,Non-humanitarian,High burden,"",West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"",ECA_CEN-SAD,"","","",ECA_Oil producing economies,"",ECA_Mineral-rich countries,"","",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Guinea,Guinea,31,GIN,324,GUI,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,Least developed countries,"","",West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,OIC,Africa,OIC Low income,"",Countdown,West Africa,Africa,Western Africa,"","","","",Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) 202502,Fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Africa,Western Africa,"",Sub-Saharan Africa,"",Least developed countries,"","","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),"","","",Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Lower middle income,Low and middle income,African Group,Economic Community of West African States,GAVI,Non-humanitarian,High burden,"",West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"","",ECA_Sahel,"","",ECA_Non-Oil Producing,ECA_Least developed countries,ECA_Mineral-rich countries,ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Gambia The,Gambia,30,GMB,270,GAM,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,Least developed countries,"","",West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,OIC,Africa,OIC Low income,"",Countdown,West Africa,Africa,Western Africa,"","",Community of Sahel-Saharan States (CEN-SAD),"",Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) 202502,Non-fragile,Non-fragile,Non-fragile,Fragile,Fragile,Fragile,Other Fragile,Fragile,Fragile,Other fragile,non-FCS,"","",Africa,Western Africa,"",Sub-Saharan Africa,"",Least developed countries,"","","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),"","","",Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of West African States,GAVI,Non-humanitarian,Non-high burden,Fragile,West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"",ECA_CEN-SAD,ECA_Sahel,"","",ECA_Non-Oil Producing,ECA_Least developed countries,"",ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Guinea-Bissau,Guinea-Bissau,32,GNB,624,BIS,Sub-Saharan Africa,Sub-Saharan Africa,West Africa,Least developed countries,"",SIDS,West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Low income,Low income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,OIC,Africa,OIC Low income,"",Countdown,West Africa,Africa,Western Africa,"","",Community of Sahel-Saharan States (CEN-SAD),"",Economic Community of West African States (ECOWAS),Economic Community of West African States (ECOWAS) 202502,Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Other Fragile,Fragile,Fragile,Other fragile,Fragile and Conflict-affected Situation,Institutional and Social Fragility,"",Africa,Western Africa,"",Sub-Saharan Africa,"",Least developed countries,Small island developing States,"","",Sub-Saharan Africa,Sub-Saharan Africa,Western Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),Small island developing States (SIDS),"","",Global Strategy,Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Low income,Low and middle income,African Group,Economic Community of West African States,GAVI,Non-humanitarian,Non-high burden,Fragile,West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_West Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECOWAS,"",ECA_CEN-SAD,"","","",ECA_Non-Oil Producing,ECA_Least developed countries,"",ECA_Non-Oil LDCs,"",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Equatorial Guinea,Equatorial Guinea,29,GNQ,226,EQG,Sub-Saharan Africa,Sub-Saharan Africa,Central Africa,"","","",West and Central Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Africa,Sub-Saharan Africa,"",Excluding China,"","","","",Countdown,Central Africa,Africa,Central Africa,"","","",Economic Community of Central African States (ECCAS),"","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Extremely fragile,non-FCS,"","",Africa,Middle Africa,"",Sub-Saharan Africa,"","","","","",Sub-Saharan Africa,Sub-Saharan Africa,Middle Africa,Sub-Saharan Africa (inc. Sudan),"","","","","",Non conflict,Sub-Saharan Africa,West and Central Africa,Sub-Saharan Africa,West and Central Africa,Upper middle income,Low and middle income,Sub-Saharan Africa,West and Central Africa,Upper middle income,Low and middle income,African Group,Economic Community of Central African States,"",Non-humanitarian,Non-high burden,"",West and Central Africa,West and Central Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Central Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECCAS,"","","","","",ECA_Oil producing economies,"",ECA_Mineral-rich countries,"","",ECA_Sub-Saharan Africa,"","","","","","","","",West and Central Africa
Greece,Greece,176,GRC,300,GRE,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","",HAC,HAC,"","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","",EECA,"",ECE_All countries,ECE_European Union (E25),ECE_Euro area (EMU),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Western Europe
Grenada,Grenada,120,GRD,308,GND,Latin America and the Caribbean,Latin America and the Caribbean,"","",Caribbean,SIDS,Latin America and Caribbean,Programme countries,"",Eastern Caribbean Area,Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","",Non conflict,Latin America and Caribbean,"","","","","",Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Guatemala,Guatemala,121,GTM,320,GUA,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Americas,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Guyana,Guyana,122,GUY,328,GUY,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,SIDS,Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,"",High income,High income,"",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,OIC,Asia/other,OIC Lower middle income,OIC Middle income,Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"",Small island developing States (SIDS),HAC,HAC,"",Non conflict,Latin America and Caribbean,"","","","","","","","","",Latin American and Caribbean Group (GRULAC),"",GAVI,Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Honduras,Honduras,123,HND,340,HON,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Lower middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Americas,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
Croatia,Croatia,150,HRV,191,CRO,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,"","","","","","","","",Eastern European Group,"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","",EECA,"",ECE_All countries,ECE_European Union (E25),ECE_West Balkans (ST7),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",Eastern Europe and Central Asia
Haiti,Haiti,104,HTI,332,HTI,Latin America and the Caribbean,Latin America and the Caribbean,"",Least developed countries,Caribbean,SIDS,Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Lower middle income,Low and middle income,Latin America and the Caribbean,"",Least developed countries,Excluding China,"","","","",Countdown,"","","","","","","","","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Fragile and Conflict-affected Situation,Conflict,USAID,Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Least developed countries,Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,Least Developed Countries (LDCs),Small island developing States (SIDS),HAC,HAC,Global Strategy,Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin America and Caribbean,"",Lower middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"",GAVI,Humanitarian,High burden,Fragile,Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",Latin America and Caribbean
